Company,Vendor
Out of our minds.,aol
Sportsplanet2000,aol
The Devil You Say,aol
Land Of Linking,aol
Patent Off,aol
Karma Kahn,aol
We're no dummies,aol
Con Temporaries,aol
Antiballistic,aol
Halls Of Ivy,aol
Wiffenpoof,aol
Home Is The Hunter,aol
The Craft of Elves,aol
I Was Misinformed,aol
Shot To Shingles,aol
Right-hand Twist,aol
Alcatel-Lucent Enterprise (previous was 'Alcatel'),al-enterprise
Siemens Cerberus,cerberus
Bilboko Trading,netscape
Nokia (formerly 'Alcatel-Lucent'),nokia
Source One,aol
Bundesamt für Sicherheit in der Informationstechnik,bund
hp,hp
Synology Inc.,synology
Shijin & Co,yahoo
Julie Julie,yahoo
"International Charities Dep. of Taihe Travel Agency,China",yahoo
Juniper Financial Corp.,juniper
Department of Foreign Affairs and Trade (Australia),gov
Telematica International B.V.,ti
"Cenus Technologies, Inc.",eng
Tyan Computer Corporation,tyan
Courion Corporation,courion
innovaphone GmbH,innovaphone
To Be Or Not,aol
"Proscend Communications Inc.,",proscend
Altea Communications Inc.,ca
P.G.P. s.a.,pgp
"SAMS, Inc.",aol
Entrust CygnaCom,cygnacom
Vancouver Language Institute Ltd.,ca
NOAA/PMEL/EPIC,gov
Banco Santander Central Hispano,es
Exfo Fiber Optic Test Equipment,exfo
PT. Hariff DTE,rad
Cap Gemini Telecom France IPNS,capgemini
"Dolby Laboratories, Inc.",dolby
Tenebrous,acm.org
Virginia Tech,vt
Olympia College,yahoo
b4,es
"Tripwire, Inc.",tripwire
"University Information Services, University of Cambridge",cam
Evertz Microsystems Ltd,evertz
Scarptor Network ABThomas Berghemmer or Martin Moreythomas.berghemmer&scarptor.se,se
Reddo Networks AB,se
ÔøÐÛÎÄ,netease
CERT Coordination Center,cert
"Help/Systems, Inc.",helpsystems
VMware Inc.,vmware
KPN,kpn
Avaya Communication,avaya
"IBM, Infrastructure Support Group",ibm
"Brocade Communication Systems, Inc. (formerly 'Rhapsody Networks Inc.')",brocade
"IT Communications, Kennedy Space Center (KSC)",nasa
REDSYS (formerly 'SERMEPA'),es
RSBX,acm.org
MRC Project,ntt
University of Northern British Columbia,ca
CISCO-MASBU,cisco
Vignette Corporation,vignette
Double D Investments,aol
"McAfee, Inc.  (formerly 'Securify, Inc.')",mcafee
Ubris,netscape
Flux Productions,ca
"Pico Communications, Inc.",pico
Dipl.-Ing. Markus Leist,st
Videon CableSystems Alberta Inc.,ca
"Riverbed Technology (formerly 'Mazu Networks, Inc.')",riverbed
SuSE Linux AG,suse
BB4 Technologies Inc,bb4
Automated Logic Corporation,automatedlogic
"UTStarcom (China) Co., Ltd Shenzhen Branch",utstar
Ehrhart Jewelers,aol
xeli.net,x
Urscheler Software,siemens
Kaashyap Radiant System ltd,yahoo
U.S. Department of Commerce,gov
Universidad de Navarra,es
TechTrade International Management AB,se
"OPNET Technologies, Inc. (formerly 'Network Physics, Inc.')",opnet
Positron Public Safety Systems Inc.,ca
Allaire Corporation,allaire
Pingtel Corp.,pingtel
eve.com,eve
Zeus Technology Ltd,zeus
Unitree Software,unitree
Intelligent Platform Management Interface forum,intel
Princeton Networks,yahoo
SC Dart IMPEX SRL,dart
Delancey Management and Consulting,aol
SAMBA Team,samba
"WinterTek, LLC",aol
Druker Consulting,ieee
Virginia-Meryland Regional College of Veterinary Medicine,vt
Vodafone Network Pty Ltd Australia,vodafone
Defence Science & Technology Agency,starnet
"POWERCOM CO., Ltd.",upspowercom
Argus Technologies,ca
BARCO Control Rooms,barco
connext,yahoo
Voicecom,ee
The San Joaquin Valley Science Collective,netscape
Northwestern University,northwestern
Learnsoft Corporation,ca
DrayTek Corporation,draytek
"Soliton Technologies CO.,",soliton
Canon Information Systems Research Australia,canon
Kunskapstv i Sverige AB,se
Yokogawa Electric Corporation,yokogawa
Siemens ICN Italy,siemens
SAFE. Inc,safe
"CipherTrust, Inc.",ciphertrust
Idaho National Engineering and Environmental Laboratory,gov
Institute of Leadership and Management,marmoset
Framfab,se
"Guangzhou Gaoke Communication Equipment Co., Ltd",163
Nordnorsk helsenett,nhn
ECMWF (European Centre for Medium-Range Weather Forecast),ecmwf
Departamento General de Irrigacion,gov
Unk SA - Argentina,gov
Nokia (Formerly 'Alcatel-Lucent'),nokia
IICS,acm.org
"Fuji Electric Co.,Ltd.",fujielectric
St Helens And Knowsley Hospitals NHS Trust,yahoo
"Harris Corporation (formerly 'M/A-COM Private Radio Systems, Inc.')",harris
snom technology AG,snom
Quest Software,quest
Mount Allison University,ca
RedIRIS (formerly 'CSIC/RedIRIS'),es
Zlooper Media Perkasa,yahoo
National Air Traffic Services Ltd,nats
ICPSR (Inter-university Consortium for Political & Social Research),umich
USGS South Florida Information Access Project,gov
Quest Software,quest
Parametric Technology Corporation,ptc
Divisa Informática y Telecomunicaciones S.A.,divisait
Swedish Institute of Space Physics,se
"University of Cambridge, Clinical and Biomedical Computing Unit",cam
Citadel LLC (formerly 'Citadel Investment Group'),citadel
Universitat de Girona,es
STMICROELECTRONICS,st
akal systems,eng
Quantum Corp.,quantum
National Chung Cheng University,ee
DISAT SISTEMAS TELECOMUNICACIÓN,es
Banque Nationale du Canada,ca
Fujitsu NNC Ltd./ PBN,fujitsu
Pêches et Océans Canada - Garde côtière,ca
rasimusi,aol
"The Stoddard Group, Inc.",aol
Athabasca University,ca
GNKC,yahoo
EYE Communications AG,eye
W.I. Simonson Inc.,aol
Internet Photonics Inc.,lucent
The Walt Disney Company,disney
InfoBlox Inc.,infoblox
40 Street Records,yahoo
Wissenschaftladen Dortmund e.V.,free
Rohit Communications Pte. Ltd.,ieee
Axon Digital Design B.V.,axon
Wissenschaftsladen Dortmund e.V.,free
Skynet Ltd.,sky
ISI-CNR,deis
Universite de Sherbrooke,ca
T-TeleSec,telekom
City of Prescott IT Department,erau
"Cap Gemini, portugal",capgemini
alberta wellnet,alberta
Area de Ciencias de la Computación e Inteligencia Artificial,es
Spiro Kommunikation,se
Bundesamt fuer Sicherheit in der Informationstechnik,bund
Promise Technology Inc.,promise
Tecnica 6000 S.L.,es
CNCTC,163
Siemens Business Services AS,siemens
Alfaskop AB,se
Gabriel Roman,yahoo
TELEFONICA DE ESPAÑA,telefonica
Electric Power Research Institute(EPRI),yahoo
Primus Canada,ca
QuoVadis Limited,bm
RY Enterprises,yahoo
Optilink Technologies Company Limited,yahoo
CESNET,cesnet
"Sandstorm Enterprises, Inc.",sandstorm
net-snmp,net-snmp
Siemens PSE Austria,siemens
Fastweb S.p.A.,fastweb
tangali.eu.org,yahoo
Sun Microsystems Professional Services,sun
Green Shield Canada,ca
Nasik Welding Products Pvt.Ltd,yahoo
FSSC-London,accenture
Generalitat Valenciana,es
MSP-LUB,aol
"Johns Hopkins University, MSEL-LCS",jhu
INDRA Sistemas,es
Inspira S.L.,es
Matthew White,yahoo
Technische Hochschule Mittelhessen (formerly 'Fachhochschule Giessen-Friedberg'),thm
"iPass, Inc.",ipass
"Brocade Communications Systems, Inc. (formerly 'McDATA Corp.')",brocade
"IIGA Co.,Ltd.",ask
Intelnet S.A.,es
TSMT - Magic Touch Ltd,magic
State of Wisconsin - Network Access Management,gov
GyD Iberica,es
"Phonetics, Inc.",sensaphone
"Health Net, Inc.",health
Fiberlink Communications Corp,fiberlink
Mettler Toledo,mt
"Shaw Cablesystems, G.P.",ca
University of Wollongong IEEE Student Branch,ieee
"RAWK Systems, Inc.",att
"Virtual Software, S.L.",es
Web Office China,163
Eduserv,eduserv
"ThoughtWorks, Inc.",thoughtworks
Capgemini Telecom Media & Networks Sweden AB,capgemini
APL/Software,sos-berlin
Cybercafe,yahoo
Paula's Home Creations,aol
"Departement Elektrotechnik, ETH Zuerich",ee
Enonic,enonic
"People.Com, Inc,",yahoo
CGI,cgi
"HITRON Technology, Inc.",yahoo
Denis Neuhart Computing,aol
Rob Semenoff Enterprises,yahoo
"Apriva, Inc.",apriva
Uppsala University,se
University of Utah College of Engineering CADE Lab,eng
"Autodesk, Inc.",autodesk
Atlas Copco Airpower,atlascopco
"Moxa Technologies Co., Ltd.",moxa
"LANcope, Inc.",lancope
Health Sciences Centre,ca
David Mistretta,yahoo
Canberra Institute of Technology,act
Incisive Designs,ca
"SonicWALL, Inc.",sonicwall
"Informática para todos, SA de CV",para
KB Electronics Ltd,ca
"CHINA TEXTILE NETWORK CO.,LTD.",gov
aQute,se
Axes India Ltd,yahoo
cypherOptics,yahoo
Tomorrow Software,163
Raytion,raytion
Phi Kappa Theta Fraternity - Gamma Tau Chapter,gatech
InterCom International Communications Ltd.,intercom
Ultra Enterprises,gatech
Intelsis Sistemas Inteligentes S.A. Cesar,es
"JAL INFORMATION TECHNOLOGY CO.,LTD.",jalinfotec
Rivermen AB,se
"Meitner - Soluções Internet e Sistemas de Informação, Lda",yahoo
Federal Linux Systems,yahoo
RESI Informatica S.r.l.,resi
Frontec netSolution AB,se
JC Enterprises,yahoo
AMX Corp,amx
MightySun LLC,yahoo
VTEX Typesetting Services,vtex
Dff Internet & Medien,st
NASA JSC,nasa
Grupo Eurociber S.A.,es
State Infocommunication Foundation of Estonia,ee
"SuSE Linux Venezuela, C.A.",suse
Apache Consulting Ltd.,apache
Cap Gemini Telecom Media & Networks Deutschland GmbH,capgemini
Elion Enterprises Ltd,ee
Cambridge University Engineering Department,eng
Open System Consultants,open
Symmetricom,symmetricom
Dekart,dekart
US Robotics,usr
"MICRO-STAR INT'L CO., Ltd.",msi
"Zentrum für Produkt Entwicklung, ETH Zürich",ethz
infogear,cisco
Universidad del Pais Vasco,es
GNU Radius Project,gnu
Xware AB,se
Cabinet Remouit,aol
A2V ict,ict
INTESABCI SISTEMI E SERVIZI,iss
Samba TNG,samba-tng
MS Integration Services Inc.,att
Moj. Net d.o.o.,moj
Shaw Communications,ca
Hôtel-Dieu De Saint-Jérôme,ca
Siemens NGNI,siemens
Elektrobit Ltd.,elektrobit
GENESYS,genesys
Sema Spain NEG,es
University of Compiègne,utc
NetVoyager,gnu
National Institutes of Health (NIH),nih
PowerSoft,ca
Network Infinity,ca
Ilex Systems,se
Jason Wood,ieee
Compania Mea,yahoo
Walt Disney International,disney
Siemens SiNiA,siemens
Boletin Oficial del Estado,es
TJB,yahoo
PSI AG,psi
SVA-INTRUSION.COM Co. LTD,yahoo
ST E15,siemens
Iyago,yahoo
Handrew,yahoo
"Electrical and Computer Engineering Dept., UBC",ca
foo Corporation,acm.org
Kompu-Art Studiu Komputerowe,vip
Xerox Mobile Solutions,xerox
AlienThing.com,yahoo
NCIC Clinical Trials,ca
Lucent Technologies NADP,lucent
Debian,debian
The MathWorks Inc.,mathworks
Keewaytinook Okimakanak,knet
Impaster Co. Ltd,yahoo
Danfoss A/S,danfoss
Kreatel Communications AB,se
QuesCom,quescom
Appium AB,appium
Eaton - Cooper Industries (Electrical) Inc. (formerly 'Cybectec'),eaton
Infoclan,sprint
Mosotech Limited,yahoo
NIC France,nic
Optidev AB,se
S://Scape Communications Inc.,ca
Alcatel Optronics,alcatel
Time Warner,aol
Grupo Financiero Uno,nic
PoweriseNet,yahoo
Diversified Resourceful Solutions Inc.,ca
ecos gmbh,ecos
Opera Software AS,opera
Sigma AB,se
State of North Dakota,nd
5down,yahoo
"DESCOM CONSULTING, S.L.",es
RFNet Technologies Pte Ltd,acm.org
Nuance Communications,nuance
pentasecurity,pentasecurity
Jerntorget Sverige AB,se
ActiveState Corp.,activestate
Astaro AG,astaro
Centre de Telecomunicacions i Tecnologies de la Informacio,gencat
L-3 Communication Systems - East,l-3com
Neveda City School District,ca
Telia IT-Service AB,se
Agencja Uslug InformatycznychARTCOMP,man
CAREL,carel
carreregroup,free
Unicom an e-security company,company
Network Laboratory of Nankai University,eyou
"Green Packet, Inc.",greenpacket
Paranormal Sweden,se
Absolute Software Corp.,absolute
National Oceanic and Atmospheric Administration (NOAA),gov
"JAARS, Inc",sil
merNet Security,yahoo
Siemens Business Services AB,siemens
Certification Centre Ltd,ee
"Double Precision, Inc.",courier-mta
"Good Technology, Inc.",good
"Integrated Technology Express, Inc",ite
OSIX AB,se
University of Texas Health Science Center at San Antonio,uthscsa
Yonsei University,yahoo
"Protek, S.C.",es
Baxter Healthcare Corporation,baxter
Gonicus GmbH,gonicus
Alt-N Technologies,altn
Lewis Curtis Consulting,netscape
"Albalá Ingenieros, S.A",es
CLEAR Communications Ltd,clear
FedEx,fedex
FerraraLUG,linux
Northern Parklife Inc,se
Roads and Traffic Authority (RTA),gov
Suayan Design,yahoo
Univention,univention
University of Northern Iowa,uni
i-mail-box project,ip
Hilgraeve Inc.,hilgraeve
Signiant Corporation,signiant
Uplogix.com,uplogix
Warlock,mi
Future Instrument AB,se
Master a Distancia,es
University At Albany,csc
"Advantech Co., Ltd.",advantech
OSGi,se
Kerio Technologies,kerio
SaskTel International Ltd.,ca
Centre For Advanced Technology,cat
Summit Tech Communications,ca
"Retevisión Móvil, S.A.",es
Fujitsu Technology Solutions GmbH (formerly 'Fujitsu Siemens Computers'),fujitsu
Fujitsu Prime Software Technologies Ltd.,fujitsu
Makina Corpus,makina-corpus
3GPP,cisco
Avocent Corporation,avocent
Furukawa Electric LatAm S.A (formerly 'Furukawa Industrial S.A. - Curitiba'),furukawa
University of Puget Sound,ups
"Xceedium, Inc.",xceedium
PLANET Technology Corp.,planet
SEB AB,se
Nortel,nortel
Ministerium des Innern Sachsen-Anhalt,mi
Terry Nazon Inc,aol
"T-Nova GmbH, Deutsche Telekom",telekom
Toronto POlice Service,ca
Widevine Technologies,widevine
NordicEdge,se
"SECOM Co., Ltd.",isl
AB Trav och Galopp,se
"Caymasa El Sendero, SA",es
gentics net.solutions,gentics
Matrix Applied Computing Ltd,matrix
ENEA AB,enea
South Florida Water Management District,gov
T.I.A. Scandinavia,se
eyou.net Corp.,eyou
Linear Systems Ltd.,ca
Hopcount Limited,ca
Paris-alesia,free
Department of Families,gov
Zebra Technologies Corporation,zebra
Advanced Science & Technology Institute,gov
"Future Space, S.A.",es
Hardy and Associates,yahoo
MQS,fujitsu
Organization of Residence Students,ca
"Heaman System co.,ltd.",163
Nuxeo,nuxeo
Barracuda Networks AG (previous was 'phion Information Technologies'),barracuda
VOGT electronic AG,electronic
TippingPoint Technologies,tippingpoint
Riksförsäkringsverket (RFV),se
Kvarnbäcken Konsult AB,yahoo
ISG Systems AB,se
"RTCL Lab, University of Michigan",umich
Schneider Electric Buildings AB (previous was 'TAC AB'),schneider-electric
"Verity, Inc.",verity
WestOne,gov
Jungo Software Technologies Ltd.,jungo
Kinor,yahoo
"Rapid 7, Inc.",rapid7
InfoTeCs,infotecs
Centre National de la Recherche Scientifique,cnrs
Contec C.V.,contec
Dragon Computer Consultants Inc.,ca
EnBW Systeme Infrastruktur Support GmbH,enbw
LTC Sp. z o.o.,finn
"Datalogic Mobile, Inc.",datalogic
"Shanghai Teraband Phtonics Co., Ltd.",163
SSH Communications Security Corp.,ssh
Super Micro Computer Inc.,supermicro
Uffizio Software Consultants Pvt. Ltd.,uffizio
"The Career and Education Network, Inc.",yahoo
OOZOOD,orange
Serco,cern
Ericsson AB - Packet Core Networks,ericsson
Gunadarma University,id
INFALSYS,es
internet news,yahoo
Linagora,linagora
Netflix.com,netflix
Surftool Systems,comcast
Systematic Software Engineering A/S,systematic
Thales Communications,thalesgroup
XMS,se
Jive Software,jivesoftware
"FMV, Swedish Defence Materiel Administration",se
MENTA,es
SATEC SA,es
"TECO SOFT España, S.A.",es
"Tivo, Inc.",tivo
"Vodafone, Egypt",vodafone
"Hitachi Information & Telecommunication Engineering, Ltd.",hitachi
IMPRESS SOFTWARE AG,impress
IOTEC AB,se
7th-Angel,rim
Banesto S.A.,es
Manojam,yahoo
Preferred Systems,debian
St. Boniface General Hospital,ca
Bell Ontario Service Assurance,bell
"Google, Inc.",google
Lentronics,ge
Siemens Financial Services GmbH,siemens
SVTO Hewlett-Packard,hp
Epic Group plc,epic
Guardian Controls International,yahoo
Universitat Rovira i Virgili,es
Xiph.org Foundation,xiph
Wireless Maingate,se
VECTOR sp. z o.o.,vector
Environmental Systems Research Institute (ESRI),esri
Skandinaviska Magasin1 AB,se
Caixa d'Estalvis i Pensions de Barcelona,es
NET Control,ca
Stormshield (formerly 'NETASQ'),stormshield
Nogui AB,se
MobileArts AB,se
"JiangSu Fujitsu Telecommunications Technology CO.,LTD.",fujitsu
DISSC - Presidencia del Gobierno,es
convergence integrated media gmbh,cimg
digital bus,digital
Dobsonics Laboratories,aol
PrinterOn Corporation,printeron
Robarts Research Institute,ca
Solarwinds.net,solarwinds
Tubitak - UEKAE,gov
University of Calgary,ca
USAconnect,yahoo
Xerox Research,xerox
Alcatel (Alcatel Bell Space),alcatel
LLNL-NIF,llnl
The FreeRADIUS Server Project,freeradius
Orange Slovakia,orange
"ITT CO., Ltd.",itt
NetVision Sp. z o.o.,debian
Pacific Geoscience Center,ca
Pedestal Software,pedestalsoftware
RR Enterprises,ca
Tools4ever bv,tools4ever
Vancouver Public Library,ca
AOL Australia,aol
Schumacher,acm.org
Canadian Center for Remote Sensing (GeoAccess Division),ca
xitec.de,x
Deloitte & Touche,deloitte
Electronic Arts,ea
Nordic Messaging Technologies AB,se
NTT DATA COPORATION,nttdata
Scorpion Controls Inc,ieee
TEIMA Audiotex,es
"Vida Network Technologies, Inc.",yahoo
"Micro Research Laboratory, Inc.",mrl
ITU,itu
"Fujitsu Laboratories of America, Inc.",fujitsu
aha-systems,yahoo
Dirección General de la Policía,es
Essent Kabelcom,castel
VE2UG,ca
"Ahnlab, Inc",ahnlab
Solution Design Laboratory,sdl
Sunnycal Inc.,yahoo
Global System Services,gss
Free Software Foundation,gnu
New York State Office of the State Comptroller,osc
Plumtree Software,plumtree
PTC Solutions Ltd,ptc
"Ross Stores, Inc.",ros
Synapse Systems AB,synapse
+X Altaïr Toulouse,altair
New York State Education Department,gov
WRLucas,netscape
AviBit data processing GmbH,processing
"ForeScout Technologies, Inc.",forescout
IBM Slovakia (test),ibm
Kaboom Enterprises,gatech
Ohlone Community College,ca
Yellow Online Inc.,ca
Computer & Technologies International Ltd,163
Coast Mountains School District,ca
nCircle Network Security,tripwire
UANGEL,uangel
Columbia University in the City of New York,columbia
TP-Link Corporation Limited.,tp-link
GDTTI,gov
Roman Zielinski Metod och systemutveckling,se
Icom Inc,icom
National Information Infrastructure Development Institute,niif
"Oldring & Associates, Inc.",ca
University of Alberta,ualberta
"ArcSight, Inc.",arcsight
"Electronic Direct, Inc.",ca
ZUMtOBEL AG,zumtobel
Elegant solutions consulting Inc.,ca
Alstom Power Sweden AB,alstom
Watch4Net Solutions,watch4net
