192.168.200.1,80003a8c04,0,0
10.13.173.1,800007c7030024382cee00,1525,102596099
204.68.252.17,,,
154.54.58.197,,,
130.117.14.102,,,
62.115.124.81,,,
80.239.134.238,,,
192.168.224.131,,,
