Domain,IP,AuthoritativeEngineBoots,AuthoritativeEngineTimes,EngineID,ScanTime
google.com,172.253.66.253,Error,Error,Error,Error
google.com,142.251.255.41,Error,Error,Error,Error
google.com,172.217.23.206,Error,Error,Error,Error
google.com,192.168.0.1,Error,Error,Error,Error
google.com,192.168.2.254,Error,Error,Error,Error
google.com,195.190.228.6,Error,Error,Error,Error
