2024-03-05 10:20:16.416812025 +0100 CET m=+0.002453753,192.168.200.1,80003a8c04,0,0
2024-03-05 10:20:16.588337544 +0100 CET m=+0.009964090,10.13.173.1,800007c7030024382cee00,1525,102680741
2024-03-05 10:20:16.767417826 +0100 CET m=+0.005235159,10.37.100.2,800007c703748ef82a4900,840,14749050
,80.249.210.118,,,
,172.71.100.4,,,
,162.159.135.232,,,
