2024-03-05 10:21:18.928753387 +0100 CET m=+0.078450540,192.168.200.1,80003a8c04,0,0
2024-03-05 10:21:19.216737689 +0100 CET m=+0.004301181,10.13.173.1,800007c7030024382cee00,1525,102680803
2024-03-05 10:21:19.416595878 +0100 CET m=+0.004533137,10.37.100.2,800007c703748ef82a4900,840,14749113
,80.249.210.217,,,
,52.93.112.195,,,
,54.239.114.89,,,
